epoch,step,train_loss,val_score
0,49,2.8126258850097656,
0,75,,0.9086026549339294
0,99,2.039785623550415,
0,149,1.9471532106399536,
0,151,,0.9498623013496399
1,199,1.4439740180969238,
1,228,,0.9622055888175964
1,249,1.2183159589767456,
1,299,1.177367091178894,
1,304,,0.9679933190345764
2,349,0.74290931224823,
2,381,,0.9675641059875488
2,399,1.0218130350112915,
2,449,0.9131649136543274,
2,457,,0.9672552347183228
3,499,0.40734872221946716,
3,534,,0.9709535241127014
3,549,0.6065427660942078,
3,599,0.6294093728065491,
3,610,,0.9678581357002258
4,649,0.3165793716907501,
4,687,,0.9720084071159363
4,699,0.33086439967155457,
4,749,0.20741726458072662,
4,763,,0.9701956510543823
5,799,0.09322572499513626,
5,840,,0.9686552882194519
5,849,0.06170809641480446,
5,899,0.07125476002693176,
5,916,,0.9690580368041992
6,949,0.04684815928339958,
6,993,,0.9718842506408691
6,999,0.03731450438499451,
6,1049,0.01939227618277073,
6,1069,,0.9697546362876892
7,1099,0.006585469003766775,
7,1146,,0.9711599349975586
7,1149,0.008880832232534885,
7,1199,0.00545980641618371,
7,1222,,0.9708423614501953
8,1249,0.008840332739055157,
8,1299,0.005750770214945078,
8,1299,,0.9718559384346008
8,1349,0.01986061781644821,
8,1375,,0.9719560146331787
9,1399,0.0019649630412459373,
9,1449,0.0016111403238028288,
9,1452,,0.9713433980941772
9,1499,0.002227284712716937,
9,1528,,0.9714546799659729
10,1549,0.0016799236182123423,
10,1599,0.001581683405674994,
10,1605,,0.9718798995018005
10,1649,0.002867206232622266,
10,1681,,0.9720327258110046
11,1699,0.0018090514931827784,
11,1749,0.0013962793163955212,
11,1758,,0.9720988273620605
11,1799,0.001654202351346612,
11,1834,,0.9721844792366028
12,1849,0.002057405421510339,
12,1899,0.0011473968625068665,
12,1911,,0.9721085429191589
12,1949,0.001277746632695198,
12,1987,,0.9720844626426697
13,1999,0.0014669473748654127,
13,2049,0.0015115650603547692,
13,2064,,0.9723774194717407
13,2099,0.0017808879492804408,
13,2140,,0.9716113805770874
14,2149,0.0011691878316923976,
14,2199,0.001210763119161129,
14,2217,,0.9722157120704651
14,2249,0.0015213509323075414,
14,2293,,0.9720774292945862
